Date,RATE A,RATE B,RATE C,Load
16/05/2023 08.30,0.0,171.6,0.0,171.6
16/05/2023 08.45,0.0,171.6,0.0,171.6
16/05/2023 09.00,170.4,0.0,0.0,170.4
16/05/2023 09.15,170.4,0.0,0.0,170.4
16/05/2023 09.30,169.2,0.0,0.0,169.2
16/05/2023 09.45,168.0,0.0,0.0,168.0
16/05/2023 10.00,168.0,0.0,0.0,168.0
16/05/2023 10.15,169.2,0.0,0.0,169.2
16/05/2023 10.30,169.2,0.0,0.0,169.2
16/05/2023 10.45,169.2,0.0,0.0,169.2
16/05/2023 11.00,168.0,0.0,0.0,168.0
16/05/2023 11.15,168.0,0.0,0.0,168.0
16/05/2023 11.30,168.0,0.0,0.0,168.0
16/05/2023 11.45,169.2,0.0,0.0,169.2
16/05/2023 12.00,170.4,0.0,0.0,170.4
16/05/2023 12.15,169.2,0.0,0.0,169.2
16/05/2023 12.30,170.4,0.0,0.0,170.4
16/05/2023 12.45,170.4,0.0,0.0,170.4
16/05/2023 13.00,171.6,0.0,0.0,171.6
16/05/2023 13.15,171.6,0.0,0.0,171.6
16/05/2023 13.30,169.2,0.0,0.0,169.2
16/05/2023 13.45,169.2,0.0,0.0,169.2
16/05/2023 14.00,168.0,0.0,0.0,168.0
16/05/2023 14.15,168.0,0.0,0.0,168.0
16/05/2023 14.30,168.0,0.0,0.0,168.0
16/05/2023 14.45,168.0,0.0,0.0,168.0
16/05/2023 15.00,168.0,0.0,0.0,168.0
16/05/2023 15.15,168.0,0.0,0.0,168.0
16/05/2023 15.30,168.0,0.0,0.0,168.0
16/05/2023 15.45,169.2,0.0,0.0,169.2
16/05/2023 16.00,169.2,0.0,0.0,169.2
16/05/2023 16.15,169.2,0.0,0.0,169.2
16/05/2023 16.30,169.2,0.0,0.0,169.2
16/05/2023 16.45,170.4,0.0,0.0,170.4
16/05/2023 17.00,169.2,0.0,0.0,169.2
16/05/2023 17.15,169.2,0.0,0.0,169.2
16/05/2023 17.30,169.2,0.0,0.0,169.2
16/05/2023 17.45,170.4,0.0,0.0,170.4
16/05/2023 18.00,140.4,0.0,0.0,140.4
16/05/2023 18.15,170.4,0.0,0.0,170.4
16/05/2023 18.30,171.6,0.0,0.0,171.6
16/05/2023 18.45,170.4,0.0,0.0,170.4
16/05/2023 19.00,171.6,0.0,0.0,171.6
16/05/2023 19.15,172.8,0.0,0.0,172.8
16/05/2023 19.30,172.8,0.0,0.0,172.8
16/05/2023 19.45,172.8,0.0,0.0,172.8
16/05/2023 20.00,172.8,0.0,0.0,172.8
16/05/2023 20.15,175.2,0.0,0.0,175.2
16/05/2023 20.30,175.2,0.0,0.0,175.2
16/05/2023 20.45,176.4,0.0,0.0,176.4
16/05/2023 21.00,176.4,0.0,0.0,176.4
16/05/2023 21.15,176.4,0.0,0.0,176.4
16/05/2023 21.30,176.4,0.0,0.0,176.4
16/05/2023 21.45,176.4,0.0,0.0,176.4
16/05/2023 22.00,0.0,175.2,0.0,175.2
16/05/2023 22.15,0.0,175.2,0.0,175.2
16/05/2023 22.30,0.0,175.2,0.0,175.2
16/05/2023 22.45,0.0,175.2,0.0,175.2
16/05/2023 23.00,0.0,175.2,0.0,175.2
16/05/2023 23.15,0.0,175.2,0.0,175.2
16/05/2023 23.30,0.0,175.2,0.0,175.2
16/05/2023 23.45,0.0,175.2,0.0,175.2
17/05/2023 00.00,0.0,175.2,0.0,175.2
17/05/2023 00.15,0.0,175.2,0.0,175.2
17/05/2023 00.30,0.0,174.0,0.0,174.0
17/05/2023 00.45,0.0,174.0,0.0,174.0
17/05/2023 01.00,0.0,174.0,0.0,174.0
17/05/2023 01.15,0.0,174.0,0.0,174.0
17/05/2023 01.30,0.0,174.0,0.0,174.0
17/05/2023 01.45,0.0,174.0,0.0,174.0
17/05/2023 02.00,0.0,174.0,0.0,174.0
17/05/2023 02.15,0.0,174.0,0.0,174.0
17/05/2023 02.30,0.0,174.0,0.0,174.0
17/05/2023 02.45,0.0,174.0,0.0,174.0
17/05/2023 03.00,0.0,174.0,0.0,174.0
17/05/2023 03.15,0.0,174.0,0.0,174.0
17/05/2023 03.30,0.0,174.0,0.0,174.0
17/05/2023 03.45,0.0,174.0,0.0,174.0
17/05/2023 04.00,0.0,174.0,0.0,174.0
17/05/2023 04.15,0.0,174.0,0.0,174.0
17/05/2023 04.30,0.0,174.0,0.0,174.0
17/05/2023 04.45,0.0,174.0,0.0,174.0
17/05/2023 05.00,0.0,174.0,0.0,174.0
17/05/2023 05.15,0.0,174.0,0.0,174.0
17/05/2023 05.30,0.0,172.8,0.0,172.8
17/05/2023 05.45,0.0,172.8,0.0,172.8
17/05/2023 06.00,0.0,172.8,0.0,172.8
17/05/2023 06.15,0.0,172.8,0.0,172.8
17/05/2023 06.30,0.0,172.8,0.0,172.8
17/05/2023 06.45,0.0,172.8,0.0,172.8
17/05/2023 07.00,0.0,171.6,0.0,171.6
17/05/2023 07.15,0.0,171.6,0.0,171.6
17/05/2023 07.30,0.0,170.4,0.0,170.4
17/05/2023 07.45,0.0,170.4,0.0,170.4
17/05/2023 08.00,0.0,171.6,0.0,171.6
17/05/2023 08.15,0.0,171.6,0.0,171.6
17/05/2023 08.30,0.0,171.6,0.0,171.6
17/05/2023 08.45,0.0,133.2,0.0,133.2
17/05/2023 09.00,153.6,0.0,0.0,153.6
17/05/2023 09.15,172.8,0.0,0.0,172.8
17/05/2023 09.30,171.6,0.0,0.0,171.6
17/05/2023 09.45,170.4,0.0,0.0,170.4
17/05/2023 10.00,169.2,0.0,0.0,169.2
17/05/2023 10.15,169.2,0.0,0.0,169.2
17/05/2023 10.30,169.2,0.0,0.0,169.2
17/05/2023 10.45,169.2,0.0,0.0,169.2
17/05/2023 11.00,168.0,0.0,0.0,168.0
17/05/2023 11.15,168.0,0.0,0.0,168.0
17/05/2023 11.30,168.0,0.0,0.0,168.0
17/05/2023 11.45,168.0,0.0,0.0,168.0
17/05/2023 12.00,169.2,0.0,0.0,169.2
17/05/2023 12.15,169.2,0.0,0.0,169.2
17/05/2023 12.30,168.0,0.0,0.0,168.0
17/05/2023 12.45,166.8,0.0,0.0,166.8
17/05/2023 13.00,168.0,0.0,0.0,168.0
17/05/2023 13.15,168.0,0.0,0.0,168.0
17/05/2023 13.30,168.0,0.0,0.0,168.0
17/05/2023 13.45,168.0,0.0,0.0,168.0
17/05/2023 14.00,165.6,0.0,0.0,165.6
17/05/2023 14.15,165.6,0.0,0.0,165.6
17/05/2023 14.30,165.6,0.0,0.0,165.6
17/05/2023 14.45,166.8,0.0,0.0,166.8
17/05/2023 15.00,166.8,0.0,0.0,166.8
17/05/2023 15.15,168.0,0.0,0.0,168.0
17/05/2023 15.30,168.0,0.0,0.0,168.0
17/05/2023 15.45,168.0,0.0,0.0,168.0
17/05/2023 16.00,168.0,0.0,0.0,168.0
17/05/2023 16.15,168.0,0.0,0.0,168.0
17/05/2023 16.30,170.4,0.0,0.0,170.4
17/05/2023 16.45,170.4,0.0,0.0,170.4
17/05/2023 17.00,170.4,0.0,0.0,170.4
17/05/2023 17.15,170.4,0.0,0.0,170.4
17/05/2023 17.30,170.4,0.0,0.0,170.4
17/05/2023 17.45,170.4,0.0,0.0,170.4
17/05/2023 18.00,170.4,0.0,0.0,170.4
17/05/2023 18.15,172.8,0.0,0.0,172.8
17/05/2023 18.30,172.8,0.0,0.0,172.8
17/05/2023 18.45,172.8,0.0,0.0,172.8
17/05/2023 19.00,172.8,0.0,0.0,172.8
17/05/2023 19.15,172.8,0.0,0.0,172.8
17/05/2023 19.30,172.8,0.0,0.0,172.8
17/05/2023 19.45,174.0,0.0,0.0,174.0
17/05/2023 20.00,174.0,0.0,0.0,174.0
17/05/2023 20.15,174.0,0.0,0.0,174.0
17/05/2023 20.30,174.0,0.0,0.0,174.0
17/05/2023 20.45,174.0,0.0,0.0,174.0
17/05/2023 21.00,174.0,0.0,0.0,174.0
17/05/2023 21.15,174.0,0.0,0.0,174.0
17/05/2023 21.30,174.0,0.0,0.0,174.0
17/05/2023 21.45,174.0,0.0,0.0,174.0
17/05/2023 22.00,0.0,174.0,0.0,174.0
17/05/2023 22.15,0.0,174.0,0.0,174.0
17/05/2023 22.30,0.0,174.0,0.0,174.0
17/05/2023 22.45,0.0,174.0,0.0,174.0
17/05/2023 23.00,0.0,172.8,0.0,172.8
17/05/2023 23.15,0.0,172.8,0.0,172.8
17/05/2023 23.30,0.0,172.8,0.0,172.8
17/05/2023 23.45,0.0,172.8,0.0,172.8
18/05/2023 00.00,0.0,172.8,0.0,172.8
18/05/2023 00.15,0.0,172.8,0.0,172.8
18/05/2023 00.30,0.0,172.8,0.0,172.8
18/05/2023 00.45,0.0,172.8,0.0,172.8
18/05/2023 01.00,0.0,172.8,0.0,172.8
18/05/2023 01.15,0.0,172.8,0.0,172.8
18/05/2023 01.30,0.0,171.6,0.0,171.6
18/05/2023 01.45,0.0,172.8,0.0,172.8
18/05/2023 02.00,0.0,172.8,0.0,172.8
18/05/2023 02.15,0.0,172.8,0.0,172.8
18/05/2023 02.30,0.0,172.8,0.0,172.8
18/05/2023 02.45,0.0,171.6,0.0,171.6
18/05/2023 03.00,0.0,171.6,0.0,171.6
18/05/2023 03.15,0.0,172.8,0.0,172.8
18/05/2023 03.30,0.0,174.0,0.0,174.0
18/05/2023 03.45,0.0,174.0,0.0,174.0
18/05/2023 04.00,0.0,172.8,0.0,172.8
18/05/2023 04.15,0.0,172.8,0.0,172.8
18/05/2023 04.30,0.0,172.8,0.0,172.8
18/05/2023 04.45,0.0,171.6,0.0,171.6
18/05/2023 05.00,0.0,171.6,0.0,171.6
18/05/2023 05.15,0.0,171.6,0.0,171.6
18/05/2023 05.30,0.0,171.6,0.0,171.6
18/05/2023 05.45,0.0,170.4,0.0,170.4
18/05/2023 06.00,0.0,170.4,0.0,170.4
18/05/2023 06.15,0.0,169.2,0.0,169.2
18/05/2023 06.30,0.0,169.2,0.0,169.2
18/05/2023 06.45,0.0,169.2,0.0,169.2
18/05/2023 07.00,0.0,166.8,0.0,166.8
18/05/2023 07.15,0.0,166.8,0.0,166.8
18/05/2023 07.30,0.0,166.8,0.0,166.8
18/05/2023 07.45,0.0,166.8,0.0,166.8
18/05/2023 08.00,0.0,165.6,0.0,165.6
18/05/2023 08.15,0.0,166.8,0.0,166.8
18/05/2023 08.30,0.0,165.6,0.0,165.6
18/05/2023 08.45,0.0,166.8,0.0,166.8
18/05/2023 09.00,166.8,0.0,0.0,166.8
18/05/2023 09.15,164.4,0.0,0.0,164.4
18/05/2023 09.30,164.4,0.0,0.0,164.4
18/05/2023 09.45,163.2,0.0,0.0,163.2
18/05/2023 10.00,164.4,0.0,0.0,164.4
18/05/2023 10.15,163.2,0.0,0.0,163.2
18/05/2023 10.30,163.2,0.0,0.0,163.2
18/05/2023 10.45,163.2,0.0,0.0,163.2
18/05/2023 11.00,163.2,0.0,0.0,163.2
18/05/2023 11.15,163.2,0.0,0.0,163.2
18/05/2023 11.30,165.6,0.0,0.0,165.6
18/05/2023 11.45,165.6,0.0,0.0,165.6
18/05/2023 12.00,164.4,0.0,0.0,164.4
18/05/2023 12.15,164.4,0.0,0.0,164.4
18/05/2023 12.30,163.2,0.0,0.0,163.2
18/05/2023 12.45,163.2,0.0,0.0,163.2
18/05/2023 13.00,163.2,0.0,0.0,163.2
18/05/2023 13.15,163.2,0.0,0.0,163.2
18/05/2023 13.30,163.2,0.0,0.0,163.2
18/05/2023 13.45,164.4,0.0,0.0,164.4
18/05/2023 14.00,160.8,0.0,0.0,160.8
18/05/2023 14.15,160.8,0.0,0.0,160.8
18/05/2023 14.30,160.8,0.0,0.0,160.8
18/05/2023 14.45,160.8,0.0,0.0,160.8
18/05/2023 15.00,159.6,0.0,0.0,159.6
18/05/2023 15.15,160.8,0.0,0.0,160.8
18/05/2023 15.30,160.8,0.0,0.0,160.8
18/05/2023 15.45,121.2,0.0,0.0,121.2
18/05/2023 16.00,118.8,0.0,0.0,118.8
18/05/2023 16.15,160.8,0.0,0.0,160.8
18/05/2023 16.30,160.8,0.0,0.0,160.8
18/05/2023 16.45,160.8,0.0,0.0,160.8
18/05/2023 17.00,160.8,0.0,0.0,160.8
18/05/2023 17.15,160.8,0.0,0.0,160.8
18/05/2023 17.30,159.6,0.0,0.0,159.6
18/05/2023 17.45,159.6,0.0,0.0,159.6
18/05/2023 18.00,159.6,0.0,0.0,159.6
18/05/2023 18.15,159.6,0.0,0.0,159.6
18/05/2023 18.30,165.6,0.0,0.0,165.6
18/05/2023 18.45,169.2,0.0,0.0,169.2
18/05/2023 19.00,171.6,0.0,0.0,171.6
18/05/2023 19.15,172.8,0.0,0.0,172.8
18/05/2023 19.30,175.2,0.0,0.0,175.2
18/05/2023 19.45,177.6,0.0,0.0,177.6
18/05/2023 20.00,177.6,0.0,0.0,177.6
18/05/2023 20.15,177.6,0.0,0.0,177.6
18/05/2023 20.30,176.4,0.0,0.0,176.4
18/05/2023 20.45,177.6,0.0,0.0,177.6
18/05/2023 21.00,176.4,0.0,0.0,176.4
18/05/2023 21.15,175.2,0.0,0.0,175.2
18/05/2023 21.30,175.2,0.0,0.0,175.2
18/05/2023 21.45,175.2,0.0,0.0,175.2
18/05/2023 22.00,0.0,175.2,0.0,175.2
18/05/2023 22.15,0.0,175.2,0.0,175.2
18/05/2023 22.30,0.0,174.0,0.0,174.0
18/05/2023 22.45,0.0,175.2,0.0,175.2
18/05/2023 23.00,0.0,172.8,0.0,172.8
18/05/2023 23.15,0.0,172.8,0.0,172.8
18/05/2023 23.30,0.0,172.8,0.0,172.8
18/05/2023 23.45,0.0,172.8,0.0,172.8
19/05/2023 00.00,0.0,172.8,0.0,172.8
19/05/2023 00.15,0.0,172.8,0.0,172.8
19/05/2023 00.30,0.0,172.8,0.0,172.8
19/05/2023 00.45,0.0,172.8,0.0,172.8
19/05/2023 01.00,0.0,172.8,0.0,172.8
19/05/2023 01.15,0.0,172.8,0.0,172.8
19/05/2023 01.30,0.0,172.8,0.0,172.8
19/05/2023 01.45,0.0,171.6,0.0,171.6
19/05/2023 02.00,0.0,172.8,0.0,172.8
19/05/2023 02.15,0.0,174.0,0.0,174.0
19/05/2023 02.30,0.0,174.0,0.0,174.0
19/05/2023 02.45,0.0,174.0,0.0,174.0
19/05/2023 03.00,0.0,172.8,0.0,172.8
19/05/2023 03.15,0.0,172.8,0.0,172.8
19/05/2023 03.30,0.0,174.0,0.0,174.0
19/05/2023 03.45,0.0,172.8,0.0,172.8
19/05/2023 04.00,0.0,172.8,0.0,172.8
19/05/2023 04.15,0.0,172.8,0.0,172.8
19/05/2023 04.30,0.0,172.8,0.0,172.8
19/05/2023 04.45,0.0,172.8,0.0,172.8
19/05/2023 05.00,0.0,172.8,0.0,172.8
19/05/2023 05.15,0.0,172.8,0.0,172.8
19/05/2023 05.30,0.0,172.8,0.0,172.8
19/05/2023 05.45,0.0,171.6,0.0,171.6
19/05/2023 06.00,0.0,171.6,0.0,171.6
19/05/2023 06.15,0.0,170.4,0.0,170.4
19/05/2023 06.30,0.0,170.4,0.0,170.4
19/05/2023 06.45,0.0,169.2,0.0,169.2
19/05/2023 07.00,0.0,169.2,0.0,169.2
19/05/2023 07.15,0.0,139.2,0.0,139.2
19/05/2023 07.30,0.0,168.0,0.0,168.0
19/05/2023 07.45,0.0,168.0,0.0,168.0
19/05/2023 08.00,0.0,166.8,0.0,166.8
19/05/2023 08.15,0.0,166.8,0.0,166.8
19/05/2023 08.30,0.0,166.8,0.0,166.8
19/05/2023 08.45,0.0,170.4,0.0,170.4
19/05/2023 09.00,168.0,0.0,0.0,168.0
19/05/2023 09.15,166.8,0.0,0.0,166.8
19/05/2023 09.30,168.0,0.0,0.0,168.0
19/05/2023 09.45,166.8,0.0,0.0,166.8
19/05/2023 10.00,168.0,0.0,0.0,168.0
19/05/2023 10.15,166.8,0.0,0.0,166.8
19/05/2023 10.30,166.8,0.0,0.0,166.8
19/05/2023 10.45,166.8,0.0,0.0,166.8
19/05/2023 11.00,168.0,0.0,0.0,168.0
19/05/2023 11.15,166.8,0.0,0.0,166.8
19/05/2023 11.30,168.0,0.0,0.0,168.0
19/05/2023 11.45,168.0,0.0,0.0,168.0
19/05/2023 12.00,169.2,0.0,0.0,169.2
19/05/2023 12.15,169.2,0.0,0.0,169.2
19/05/2023 12.30,169.2,0.0,0.0,169.2
19/05/2023 12.45,168.0,0.0,0.0,168.0
19/05/2023 13.00,168.0,0.0,0.0,168.0
19/05/2023 13.15,168.0,0.0,0.0,168.0
19/05/2023 13.30,168.0,0.0,0.0,168.0
19/05/2023 13.45,166.8,0.0,0.0,166.8
19/05/2023 14.00,165.6,0.0,0.0,165.6
19/05/2023 14.15,164.4,0.0,0.0,164.4
19/05/2023 14.30,164.4,0.0,0.0,164.4
19/05/2023 14.45,164.4,0.0,0.0,164.4
19/05/2023 15.00,164.4,0.0,0.0,164.4
19/05/2023 15.15,165.6,0.0,0.0,165.6
19/05/2023 15.30,165.6,0.0,0.0,165.6
19/05/2023 15.45,166.8,0.0,0.0,166.8
19/05/2023 16.00,166.8,0.0,0.0,166.8
19/05/2023 16.15,166.8,0.0,0.0,166.8
19/05/2023 16.30,166.8,0.0,0.0,166.8
19/05/2023 16.45,166.8,0.0,0.0,166.8
19/05/2023 17.00,166.8,0.0,0.0,166.8
19/05/2023 17.15,166.8,0.0,0.0,166.8
19/05/2023 17.30,169.2,0.0,0.0,169.2
19/05/2023 17.45,170.4,0.0,0.0,170.4
19/05/2023 18.00,169.2,0.0,0.0,169.2
19/05/2023 18.15,169.2,0.0,0.0,169.2
19/05/2023 18.30,169.2,0.0,0.0,169.2
19/05/2023 18.45,170.4,0.0,0.0,170.4
19/05/2023 19.00,170.4,0.0,0.0,170.4
19/05/2023 19.15,170.4,0.0,0.0,170.4
19/05/2023 19.30,170.4,0.0,0.0,170.4
19/05/2023 19.45,172.8,0.0,0.0,172.8
19/05/2023 20.00,172.8,0.0,0.0,172.8
19/05/2023 20.15,171.6,0.0,0.0,171.6
19/05/2023 20.30,171.6,0.0,0.0,171.6
19/05/2023 20.45,172.8,0.0,0.0,172.8
19/05/2023 21.00,174.0,0.0,0.0,174.0
19/05/2023 21.15,174.0,0.0,0.0,174.0
19/05/2023 21.30,172.8,0.0,0.0,172.8
19/05/2023 21.45,172.8,0.0,0.0,172.8
19/05/2023 22.00,0.0,172.8,0.0,172.8
19/05/2023 22.15,0.0,172.8,0.0,172.8
19/05/2023 22.30,0.0,174.0,0.0,174.0
19/05/2023 22.45,0.0,174.0,0.0,174.0
19/05/2023 23.00,0.0,174.0,0.0,174.0
19/05/2023 23.15,0.0,174.0,0.0,174.0
19/05/2023 23.30,0.0,174.0,0.0,174.0
19/05/2023 23.45,0.0,174.0,0.0,174.0
20/05/2023 00.00,0.0,0.0,174.0,174.0
20/05/2023 00.15,0.0,0.0,174.0,174.0
20/05/2023 00.30,0.0,0.0,174.0,174.0
20/05/2023 00.45,0.0,0.0,172.8,172.8
20/05/2023 01.00,0.0,0.0,172.8,172.8
20/05/2023 01.15,0.0,0.0,172.8,172.8
20/05/2023 01.30,0.0,0.0,171.6,171.6
20/05/2023 01.45,0.0,0.0,172.8,172.8
20/05/2023 02.00,0.0,0.0,172.8,172.8
20/05/2023 02.15,0.0,0.0,172.8,172.8
20/05/2023 02.30,0.0,0.0,172.8,172.8
20/05/2023 02.45,0.0,0.0,172.8,172.8
20/05/2023 03.00,0.0,0.0,171.6,171.6
20/05/2023 03.15,0.0,0.0,172.8,172.8
20/05/2023 03.30,0.0,0.0,172.8,172.8
20/05/2023 03.45,0.0,0.0,172.8,172.8
20/05/2023 04.00,0.0,0.0,171.6,171.6
20/05/2023 04.15,0.0,0.0,171.6,171.6
20/05/2023 04.30,0.0,0.0,171.6,171.6
20/05/2023 04.45,0.0,0.0,171.6,171.6
20/05/2023 05.00,0.0,0.0,171.6,171.6
20/05/2023 05.15,0.0,0.0,170.4,170.4
20/05/2023 05.30,0.0,0.0,171.6,171.6
20/05/2023 05.45,0.0,0.0,171.6,171.6
20/05/2023 06.00,0.0,0.0,170.4,170.4
20/05/2023 06.15,0.0,0.0,170.4,170.4
20/05/2023 06.30,0.0,0.0,169.2,169.2
20/05/2023 06.45,0.0,0.0,170.4,170.4
20/05/2023 07.00,0.0,0.0,170.4,170.4
20/05/2023 07.15,0.0,0.0,169.2,169.2
20/05/2023 07.30,0.0,0.0,169.2,169.2
20/05/2023 07.45,0.0,0.0,169.2,169.2
20/05/2023 08.00,0.0,0.0,169.2,169.2
20/05/2023 08.15,0.0,0.0,169.2,169.2
20/05/2023 08.30,0.0,0.0,170.4,170.4
20/05/2023 08.45,0.0,0.0,170.4,170.4
20/05/2023 09.00,0.0,0.0,170.4,170.4
20/05/2023 09.15,0.0,0.0,170.4,170.4
20/05/2023 09.30,0.0,0.0,170.4,170.4
20/05/2023 09.45,0.0,0.0,168.0,168.0
20/05/2023 10.00,0.0,0.0,165.6,165.6
20/05/2023 10.15,0.0,0.0,166.8,166.8
20/05/2023 10.30,0.0,0.0,168.0,168.0
20/05/2023 10.45,0.0,0.0,168.0,168.0
20/05/2023 11.00,0.0,0.0,168.0,168.0
20/05/2023 11.15,0.0,0.0,168.0,168.0
20/05/2023 11.30,0.0,0.0,170.4,170.4
20/05/2023 11.45,0.0,0.0,170.4,170.4
20/05/2023 12.00,0.0,0.0,169.2,169.2
20/05/2023 12.15,0.0,0.0,169.2,169.2
20/05/2023 12.30,0.0,0.0,169.2,169.2
20/05/2023 12.45,0.0,0.0,170.4,170.4
20/05/2023 13.00,0.0,0.0,170.4,170.4
20/05/2023 13.15,0.0,0.0,170.4,170.4
20/05/2023 13.30,0.0,0.0,170.4,170.4
20/05/2023 13.45,0.0,0.0,170.4,170.4
20/05/2023 14.00,0.0,0.0,170.4,170.4
20/05/2023 14.15,0.0,0.0,170.4,170.4
20/05/2023 14.30,0.0,0.0,170.4,170.4
20/05/2023 14.45,0.0,0.0,169.2,169.2
20/05/2023 15.00,0.0,0.0,168.0,168.0
20/05/2023 15.15,0.0,0.0,168.0,168.0
20/05/2023 15.30,0.0,0.0,168.0,168.0
20/05/2023 15.45,0.0,0.0,168.0,168.0
20/05/2023 16.00,0.0,0.0,168.0,168.0
20/05/2023 16.15,0.0,0.0,166.8,166.8
20/05/2023 16.30,0.0,0.0,166.8,166.8
20/05/2023 16.45,0.0,0.0,166.8,166.8
20/05/2023 17.00,0.0,0.0,165.6,165.6
20/05/2023 17.15,0.0,0.0,166.8,166.8
20/05/2023 17.30,0.0,0.0,166.8,166.8
20/05/2023 17.45,0.0,0.0,166.8,166.8
20/05/2023 18.00,0.0,0.0,166.8,166.8
20/05/2023 18.15,0.0,0.0,166.8,166.8
20/05/2023 18.30,0.0,0.0,166.8,166.8
20/05/2023 18.45,0.0,0.0,169.2,169.2
20/05/2023 19.00,0.0,0.0,171.6,171.6
20/05/2023 19.15,0.0,0.0,171.6,171.6
20/05/2023 19.30,0.0,0.0,171.6,171.6
20/05/2023 19.45,0.0,0.0,171.6,171.6
20/05/2023 20.00,0.0,0.0,171.6,171.6
20/05/2023 20.15,0.0,0.0,172.8,172.8
20/05/2023 20.30,0.0,0.0,172.8,172.8
20/05/2023 20.45,0.0,0.0,172.8,172.8
20/05/2023 21.00,0.0,0.0,171.6,171.6
20/05/2023 21.15,0.0,0.0,171.6,171.6
20/05/2023 21.30,0.0,0.0,172.8,172.8
20/05/2023 21.45,0.0,0.0,172.8,172.8
20/05/2023 22.00,0.0,0.0,174.0,174.0
20/05/2023 22.15,0.0,0.0,175.2,175.2
20/05/2023 22.30,0.0,0.0,174.0,174.0
20/05/2023 22.45,0.0,0.0,175.2,175.2
20/05/2023 23.00,0.0,0.0,175.2,175.2
20/05/2023 23.15,0.0,0.0,174.0,174.0
20/05/2023 23.30,0.0,0.0,174.0,174.0
20/05/2023 23.45,0.0,0.0,174.0,174.0
21/05/2023 00.00,0.0,0.0,174.0,174.0
21/05/2023 00.15,0.0,0.0,174.0,174.0
21/05/2023 00.30,0.0,0.0,172.8,172.8
21/05/2023 00.45,0.0,0.0,172.8,172.8
21/05/2023 01.00,0.0,0.0,172.8,172.8
21/05/2023 01.15,0.0,0.0,172.8,172.8
21/05/2023 01.30,0.0,0.0,172.8,172.8
21/05/2023 01.45,0.0,0.0,172.8,172.8
21/05/2023 02.00,0.0,0.0,172.8,172.8
21/05/2023 02.15,0.0,0.0,172.8,172.8
21/05/2023 02.30,0.0,0.0,172.8,172.8
21/05/2023 02.45,0.0,0.0,172.8,172.8
21/05/2023 03.00,0.0,0.0,172.8,172.8
21/05/2023 03.15,0.0,0.0,172.8,172.8
21/05/2023 03.30,0.0,0.0,172.8,172.8
21/05/2023 03.45,0.0,0.0,172.8,172.8
21/05/2023 04.00,0.0,0.0,172.8,172.8
21/05/2023 04.15,0.0,0.0,171.6,171.6
21/05/2023 04.30,0.0,0.0,172.8,172.8
21/05/2023 04.45,0.0,0.0,171.6,171.6
21/05/2023 05.00,0.0,0.0,171.6,171.6
21/05/2023 05.15,0.0,0.0,170.4,170.4
21/05/2023 05.30,0.0,0.0,171.6,171.6
21/05/2023 05.45,0.0,0.0,171.6,171.6
21/05/2023 06.00,0.0,0.0,171.6,171.6
21/05/2023 06.15,0.0,0.0,169.2,169.2
21/05/2023 06.30,0.0,0.0,169.2,169.2
21/05/2023 06.45,0.0,0.0,169.2,169.2
21/05/2023 07.00,0.0,0.0,169.2,169.2
21/05/2023 07.15,0.0,0.0,169.2,169.2
21/05/2023 07.30,0.0,0.0,169.2,169.2
21/05/2023 07.45,0.0,0.0,169.2,169.2
21/05/2023 08.00,0.0,0.0,170.4,170.4
21/05/2023 08.15,0.0,0.0,170.4,170.4
21/05/2023 08.30,0.0,0.0,170.4,170.4
21/05/2023 08.45,0.0,0.0,171.6,171.6
21/05/2023 09.00,0.0,0.0,172.8,172.8
21/05/2023 09.15,0.0,0.0,170.4,170.4
21/05/2023 09.30,0.0,0.0,171.6,171.6
21/05/2023 09.45,0.0,0.0,171.6,171.6
21/05/2023 10.00,0.0,0.0,171.6,171.6
21/05/2023 10.15,0.0,0.0,171.6,171.6
21/05/2023 10.30,0.0,0.0,171.6,171.6
21/05/2023 10.45,0.0,0.0,171.6,171.6
21/05/2023 11.00,0.0,0.0,171.6,171.6
21/05/2023 11.15,0.0,0.0,170.4,170.4
21/05/2023 11.30,0.0,0.0,170.4,170.4
21/05/2023 11.45,0.0,0.0,170.4,170.4
21/05/2023 12.00,0.0,0.0,171.6,171.6
21/05/2023 12.15,0.0,0.0,170.4,170.4
21/05/2023 12.30,0.0,0.0,170.4,170.4
21/05/2023 12.45,0.0,0.0,172.8,172.8
21/05/2023 13.00,0.0,0.0,172.8,172.8
21/05/2023 13.15,0.0,0.0,172.8,172.8
21/05/2023 13.30,0.0,0.0,172.8,172.8
21/05/2023 13.45,0.0,0.0,172.8,172.8
21/05/2023 14.00,0.0,0.0,172.8,172.8
21/05/2023 14.15,0.0,0.0,172.8,172.8
21/05/2023 14.30,0.0,0.0,172.8,172.8
21/05/2023 14.45,0.0,0.0,172.8,172.8
21/05/2023 15.00,0.0,0.0,171.6,171.6
21/05/2023 15.15,0.0,0.0,170.4,170.4
21/05/2023 15.30,0.0,0.0,170.4,170.4
21/05/2023 15.45,0.0,0.0,171.6,171.6
21/05/2023 16.00,0.0,0.0,171.6,171.6
21/05/2023 16.15,0.0,0.0,170.4,170.4
21/05/2023 16.30,0.0,0.0,170.4,170.4
21/05/2023 16.45,0.0,0.0,170.4,170.4
21/05/2023 17.00,0.0,0.0,170.4,170.4
21/05/2023 17.15,0.0,0.0,170.4,170.4
21/05/2023 17.30,0.0,0.0,170.4,170.4
